Longueur d'onde (nm),Absorbance
400.0,0.0060032224416612795
401.3461,0.0060032224416612795
402.6922,0.0060032224416612795
404.0383,0.019715286200847185
405.3844,0.019715286200847185
406.7305,0.019715286200847185
408.0766,0.019715286200847185
409.4227,0.06561778341093924
410.7688,0.06561778341093924
412.1149,0.06561778341093924
413.461,0.06561778341093924
414.8071,0.06561778341093924
416.1532,0.06561778341093924
417.4993,0.06561778341093924
418.8454,0.05961456096927797
420.1915,0.10551705817937003
421.5376,0.10551705817937003
422.8837,0.10551705817937003
424.2298,0.15141955538946208
425.5759,0.15141955538946208
426.922,0.15141955538946208
428.2681,0.15141955538946208
429.6142,0.15141955538946208
430.9603,0.1484341363541274
432.3064,0.1484341363541274
433.6525,0.1484341363541274
434.9986,0.1484341363541274
436.3447000000001,0.10253163914403533
437.6908,0.10253163914403533
439.0369,0.10253163914403533
440.383,0.10253163914403533
441.7291,0.10253163914403533
443.0752,0.10253163914403533
444.4213,0.10253163914403533
445.7674,0.10253163914403533
447.1135,0.05662914193394327
448.4596,0.05662914193394327
449.8057,0.05662914193394327
451.1518,0.010726644723851209
452.4979,0.010726644723851209
453.844,0.010726644723851209
455.1901,0.010726644723851209
456.5362,0.010726644723851209
457.8823,0.0
459.2284,0.0
460.5745,0.0
461.9206,0.0
463.2667,0.0
464.6128,0.0
465.9589,0.0
467.305,0.0
468.65109999999993,0.0
469.9972,0.0
471.3433,0.0
472.6894,0.0
474.0355,0.0
475.38159999999993,0.0
476.7276999999999,0.0
478.0738,0.0
479.4198999999999,0.0
480.766,0.0
482.1121,0.0
483.4582,0.0
484.8043,0.0
486.1504,0.0
487.4965,0.0
488.8426,0.0
490.1887,0.0
491.5348,0.0
492.8809,0.0
494.227,0.0
495.5731,0.0
496.9192000000001,0.0
498.2653,0.0
499.6114,0.0
500.9575,0.0
502.3036000000001,0.0
503.64970000000005,0.0
504.9958,0.0
506.34190000000007,0.0
507.6880000000001,0.0
509.0341000000001,0.0
510.38020000000006,0.0
511.7263000000001,0.0
513.0724000000001,0.0
514.4185000000001,0.0
515.7646000000001,0.0
517.1107000000001,0.0
518.4568000000002,0.0
519.8029000000001,0.0
521.1490000000001,0.0
522.4951000000001,0.003860315603234159
523.8412000000001,0.003860315603234159
525.1873000000002,0.003860315603234159
526.5334000000001,0.011001065159911508
527.8795000000001,0.015699282651711232
529.2256000000002,0.024257815746745112
530.5717000000002,0.03609678279522219
531.9178000000002,0.04608339123941163
533.2639000000001,0.06393490106347108
534.6100000000001,0.07861972699946025
535.9561000000002,0.09045869404793733
537.3022000000002,0.10831020387199677
538.6483000000002,0.12900757258356832
539.9944000000002,0.14970494129513987
541.3405000000002,0.17873250332615492
542.6866000000002,0.20776006535716998
544.0327000000002,0.23678762738818504
545.3788000000002,0.26833397600155834
546.7249000000002,0.3082277429042472
548.0710000000003,0.33725530493526223
549.4171000000002,0.36242255136304313
550.7632000000002,0.40768096373560236
552.1093000000003,0.4529393761081616
553.4554000000003,0.48853825234168524
554.8015000000003,0.5290984472224447
556.1476000000002,0.6117008237100621
557.4937000000002,0.6426014824517859
558.8398000000003,0.6753544997977974
560.1859000000003,0.7027614023462971
561.5320000000003,0.7355889934057765
562.8781000000004,0.7712624433527681
