Longueur_donde,Absorbance
572.3008000000003,0.7717960230958496
573.6469000000003,0.823711063081524
574.9930000000004,0.8380537991765499
576.3391000000004,0.8463839924959934
577.6852000000003,0.8463839924959935
579.0313000000003,0.9203412895602974
580.3774000000003,0.9203412895602974
581.7235000000004,0.8661085990307618
583.0696000000004,0.9120110962408539
584.4157000000004,0.9662437867703895
585.7618000000004,0.9882860438490189
587.1079000000004,0.9882860438490189
588.4540000000004,1.034188541059111
589.8001000000004,0.9966162371684624
591.1462000000004,1.0425187343785542
592.4923000000003,1.0508489276979978
593.8384000000004,0.9966162371684623
595.1845000000004,0.9882860438490187
596.5306000000004,0.9423835466389267
597.8767000000005,0.9340533533194831
599.2228000000005,0.9257231600000396
600.5689000000004,0.857778405711318
601.9150000000004,0.8357361486326886
603.2611000000004,0.7761215876634108
604.6072000000005,0.7081768333746893
605.9533000000005,0.6861345762960599
607.2994000000004,0.6640923192174305
608.6455000000005,0.5961475649287091
609.9916000000005,0.5221902678644053
611.3377000000005,0.5001480107857758
612.6838000000005,0.4864359470265899
614.0299000000005,0.41849119273786844
615.3760000000005,0.35054643844914696
616.7221000000005,0.28260168416042547
618.0682000000005,0.2605594270817961
619.4143000000005,0.2009448661125181
620.7604000000006,0.17890260903388866
622.1065000000006,0.1109578547451672
623.4526000000005,0.08891559766653778
624.7987000000005,0.07520353390735188
626.1448000000005,0.06149147014816597
627.4909000000006,0.04777940638898007
628.8370000000006,0.03406734262979416
630.1831000000005,0.02035527887060826
631.5292000000006,0.02035527887060826
632.8753000000006,0.02035527887060826
634.2214000000006,0.01202508555116475
635.5675000000006,0.006012542775582375
636.9136000000005,0.0
638.2597000000006,0.0
639.6058000000006,0.0
640.9519000000006,0.0
642.2980000000007,0.0
643.6441000000007,0.0
644.9902000000006,0.0
646.3363000000006,0.0
647.6824000000006,0.0
649.0285000000006,0.0
650.3746000000007,0.0
651.7207000000006,0.0
653.0668000000006,0.0
654.4129000000007,0.0
655.7590000000007,0.0
657.1051000000007,0.0
658.4512000000007,0.0
659.7973000000006,0.0
661.1434000000006,0.0
662.4895000000007,0.0
663.8356000000007,0.0
665.1817000000008,0.0
666.5278000000008,0.0
667.8739000000007,0.0
